"name","cpu","ram","gpu","storage","screen_size","screen_resolution","screen_tech","battery","os","color","price","rating","review_text"
"Laptop Dell Inspiron 15 3530","Intel Core i7-1355U (10 lõi) - Max Turbo Freque","2 x 8GB DDR4","Intel Iris Xe Graphics","1TB SSD PCIe (M.2 2230) - combo M.2 2230/2280","15.6 inches","1920 x 1080 pixels (FullHD)","Màn hình chống chói","4 Cell Int (54Wh)","Windows 11 Home Single Language 64-bit + Office Home & Student 2021","Bạc","20.490.000₫","",""
"Laptop Dell Inspiron 14 5440 71034770","Core 7-150U","2x 8GB","MX570A 2GB GDDR6","1TB","14 inches","2240 x 1400 pixels","","Pin liền","Windows 11 Home + OFFICE","Xanh","26.990.000₫","",""
"Laptop Dell Inspiron 5425","AMD R5-5625U","DDR4 3200 Mhz","AMD Radeon Graphics","512GB , M.2 NVMe SSD","14 inches","1920 x 1200 pixels (FullHD+)","250 nits","","Windows 11","","","",""
"Laptop Alienware X14 R1","Intel Core i7-12700H (14 nhân 20 luồng, xung nhịp tối đa có thể đạt tới 4.7GHz với Turbo Boost, 24 MB Intel® Smart Cache)","LPDDR5 4800MHz MHz","NVIDIA GeForce RTX 3050Ti 4GB GDDR6
Intel Iris Xe","512GB PCIe® NVMe™ M.2 SSD, có 1 khe lắp duy nhất","14 inches","1920 x 1080 pixels (FullHD)","WVA, không cảm ứng, 400 nits, độ phủ màu 100% sRGB/ DCI-P3 100%, low blue light","6-cell, 80.5Wh","Windows 11","","","",""
"Laptop Dell Inspiron 15 3520-5124BLK GJ8W7 - Nhập khẩu chính hãng","Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)","2 khe (tối đa 16GB)","Intel UHD Graphics","512GB PCIE (1 Slot HDD Tối đa 1TB)","15.6 inches","1920 x 1080 pixels (FullHD)","Độ phủ màu NTSC 45%
Màn hình chống chói","3-cell, 41 Wh lithium-polymer","Windows 11 Home","Đen","12.990.000₫","",""
"Laptop Dell Inspiron 7559","I7-6700HQ","DDR3 1600 MHz","Nvidia GeForce GTX 960M","1 TB","15.6 inches","1920 x 1080 pixels (FullHD)","","","Windows 10 Home SL","","","",""
"Laptop Dell Alienware M16","Intel® Core™ i7-13650HX thế hệ thứ 13 (bộ nhớ đệm 24 MB, 14 lõi, 20 luồng, Turbo lên đến 4,90 GHz)","2 x khe 8GB","NVIDIA® GeForce RTX™ 4050, 6 GB GDDR6","512GB, M.2, PCIe NVMe, SSD","16 inches","2560 x 1600 pixels (2K)","16"" QHD+ (2560 x 1600) 165Hz, 3ms, ComfortView Plus, NVIDIA G-SYNC + DDS, 100% sRGB","6 Cell, 86 Wh","Windows 11 Home, tiếng Anh, tiếng Pháp, tiếng Tây Ban Nha","","","",""
"Laptop Dell Vostro 5468","Intel Core i5 Kabylake - 7200U","2 khe","NVIDIA GeForce 940MX, 2 GB","HDD 1 TB","14 inches","1366 x 768 pixels","TrueLife LED-Backlit Display","3-cell Li-ion","Windows 10 + Office 365 1 năm","","","",""
"Laptop Dell Inspiron 14 7420 1YT85","Intel Core i7-1255U ( 1.7 GHz - 4.7GHz / 12MB / 10 nhân, 12 luồng )","2 khe","NVIDIA GeForce MX550 2GB GDDR6 / Intel Iris Xe Graphics","512GB SSD M.2 NVMe /","14 inches","1920 x 1200 pixels (FullHD+)","WVA cảm ứng , Màn hình gương","4 cell 54 Wh , Pin liền","Windows 11 Home SL + Office Home & Student 2021","","","",""
"Laptop Dell Inspiron 5515 R1505S","AMD Ryzen 5 5500U","2 khe","AMD Radeon RX Graphics Vega 7","SSD 512GB","15.6 inches","1920 x 1080 pixels (FullHD)","WVA, 60 Hz, 250 nits, 45% NTSC, WVA Anti-glare LED Backlit Narrow Border","4 Cell Lithium polymer 65 W","Windows 10 Home SL","","","",""
"Laptop Dell Vostro 5568","Intel Core i5 Kabylake - 7200U","DDR4 2400 MHz","NVIDIA GeForce 940MX, 2 GB","Hỗ trợ khe cắm SSD M.2 SATA3HDD 1 TB SATA 3","15.6 inches","1366 x 768 pixels","Chống chói Anti Glare, TrueLife LED-Backlit Display","3-cell Li-ion","Windows 10 Home SL","","","",""
"Laptop Dell Vostro 3578","Intel Core i5 Kabylake Refresh - 8250U","DDR4 2400 MHz","AMD Radeon 520, 2 GB","HDD 1 TB","15.6 inches","1920 x 1080 pixels (FullHD)","Chống chói Anti Glare, TrueLife LED-Backlit Display","4-cell Li-ion","Windows 10 Home SL","","","",""
"Laptop Dell Vostro 5470","I5-4200U","1 khe RAM","NVIDIA GeForce GT 740M","500 GB SATA","14 inches","1366 x 768 pixels","TrueLife LED-Backlit Display, 112 ppi","3-cell Li-ion","","","","",""
"Laptop Dell Inspiron N7490-N4I5106W","Intel Core I5 -10210U","LPDDR3","Intel UHD Graphics","512GB SSD","14 inches","1920 x 1200 pixels (FullHD+)","Truelife LED-backlit","65 W","Windows 10","","","",""
"Laptop Dell G7 15 7500","Intel Core i7 10750H","DDR4","Nvidia Geforce Gtx 1660 Ti","SSD 512 GB","15.6 inches","1920 x 1080 pixels (FullHD)","WVA Anti-glare LED Backlit Narrow Border","Lithium-ion 6 Cell","Windows 10","","","",""
"Laptop Dell Inspiron N3501","Intel Core I3-1125G4, 2 nhân 4 luồng, tối đa 4.10GHz, 6MB bộ nhớ đệm","DDR4 2666MHz, 2 khe cắm, hỗ trợ tối đa 16GB","Intel UHD Graphics","256GB SSD M.2 PCle Gen3 x4 NVMe","15.6 inches","","","3Cell 42Whrs","Win10 Home SL","","","",""
"Laptop Dell Inspiron 15 3520 N3520-I5U165W11BLU","Intel Core i5-1235U (12MB Cache, up to 4.4 GHz)","2 khe (8GB + 8GB, nâng cấp tối đa 16GB)","Intel UHD Graphics","512GB M.2 PCIe NVMe SSD","15.6 inches","1920 x 1080 pixels (FullHD)","Độ sáng 250 nits
Màn hình chống chói
LED Backlit
Màn hình viền mỏng","3-Cell Battery, 41WHr","Windows 11 Home Single Language English + Microsoft Office Home and Student 2021","","","",""
